scig1.0000008	GO:0008046,GO:0005509,GO:0005201
scig1.0075884	GO:0042043
scig1.0075978	GO:0051920,GO:0140824,GO:0004601,GO:0008379,GO:0016209,GO:0016491
scig1.0076049	GO:0016787,GO:0004177,GO:0008233,GO:0046872,GO:0008237,GO:0008270
scig1.0076123	GO:0102158,GO:0016829,GO:0018812,GO:0019899
scig1.0076190	GO:0061630,GO:0016740,GO:0019901,GO:0019903,GO:0031625,GO:0046872,GO:0042802,GO:0005515,GO:0004842,GO:0008270,GO:0005164,GO:0031996
scig1.0076215	GO:0016787
scig1.0076217	GO:0046983,GO:0003677
scig1.0076227	GO:0016787,GO:0003723,GO:0016791,GO:0004651,GO:0008138,GO:0004725,GO:0004721
scig1.0076299	GO:0003779,GO:0005523
scig1.0076340	GO:0003824,GO:0016740,GO:0046872,GO:0016779,GO:0003964
scig1.0076383	GO:0008061,GO:0005515,GO:0046872
scig1.0076449	GO:0005200,GO:0005515,GO:0030507,GO:0008093,GO:0030674,GO:0045296,GO:0044325,GO:0008092
scig1.0076478	GO:0031681,GO:0051082,GO:0048027,GO:0048487,GO:0000166,GO:0005524,GO:0016887,GO:0140662,GO:0003730,GO:0044183,GO:0005515
scig1.0076510	GO:0000250,GO:0016866,GO:0005515,GO:0016853
scig1.0076535	GO:0003779,GO:0046982,GO:0050839,GO:1990782,GO:0001618,GO:0015026,GO:0005178,GO:0043236,GO:0098639,GO:0045296,GO:0001968,GO:0000287,GO:0005509,GO:0019960,GO:0044877,GO:0046872,GO:0098640,GO:0002020,GO:0005515
scig1.0076556	GO:0005216
scig1.0076591	GO:0003723,GO:0016787,GO:0003676,GO:0000166,GO:0005524,GO:0004386,GO:0016887,GO:0003724
scig1.0076635	GO:0005085,GO:0005515,GO:0030695
scig1.0076647	GO:0016301,GO:0000166,GO:0120283,GO:0005524,GO:0016740,GO:0004707,GO:0004519,GO:0003824,GO:0005114,GO:0000287,GO:0016787,GO:0003723,GO:0008349,GO:0004518,GO:1990450,GO:0140297,GO:0030971,GO:0004708,GO:0004674,GO:0001223,GO:0042802,GO:0097110,GO:0003964,GO:0009036,GO:0016779,GO:0106310,GO:0005515,GO:0004672,GO:0035173,GO:0031625,GO:0004709,GO:0046872
scig1.0076694	GO:0005044,GO:0005509
scig1.0076733	GO:0046872,GO:0008233,GO:0016779,GO:0003964,GO:0008270,GO:0004190,GO:0004540,GO:0003887,GO:0004518,GO:0003723,GO:0003677,GO:0016787,GO:0003824,GO:0004519,GO:0003676,GO:0016740,GO:0000166,GO:0004523,GO:0005524
scig1.0076748	GO:0004519,GO:0003676,GO:0016740,GO:0016787,GO:0003887,GO:0004518,GO:0004190,GO:0016779,GO:0003964,GO:0008233
scig1.0076815	GO:0003682,GO:0000978,GO:0000981,GO:0001228,GO:1990837,GO:0003700,GO:0003677
scig1.0076862	GO:0016491,GO:0020037,GO:0046872
scig1.0076897	GO:0003824,GO:0016740,GO:0016779,GO:0003964
scig1.0076915	GO:0032090,GO:0005515,GO:0005524,GO:0000166
scig1.0076980	GO:0140988,GO:0015297,GO:0046872,GO:0005347,GO:0140987,GO:0005509,GO:0000295
scig1.0076983	GO:0009374,GO:0005509
scig1.0077130	GO:0004888,GO:0004930,GO:0046872,GO:0035374,GO:0140825,GO:0004601,GO:0005509,GO:0020037,GO:0016491,GO:0016684
scig1.0077139	GO:0043565,GO:0061665,GO:0003677,GO:0016740,GO:0001228,GO:0003712,GO:1990837,GO:0000978,GO:0019789,GO:0046872,GO:0042802,GO:0000981,GO:0005515,GO:0046983,GO:0003713
scig1.0077230	GO:0015297,GO:0046964,GO:0005515
scig1.0077262	GO:0071208,GO:0017069,GO:0071209,GO:0003723
scig1.0077278	GO:0035800,GO:0003674,GO:0005515
scig1.0077302	GO:0000987,GO:0003700,GO:1990837,GO:0003677,GO:0000978,GO:0046872,GO:0005515
scig1.0077318	GO:0061629,GO:0106226,GO:0051059,GO:0016746,GO:0051019,GO:0001221,GO:0043425,GO:0016922,GO:0003677,GO:0061920,GO:0120301,GO:0046332,GO:0008013,GO:0050681,GO:0000987,GO:0016740,GO:0140908,GO:0019901,GO:0003712,GO:1990405,GO:0046872,GO:0140069,GO:0042975,GO:0004402,GO:0097157,GO:0031490,GO:0003684,GO:0000978,GO:0140065,GO:0097677,GO:0002039,GO:0005515,GO:0010484,GO:0061733,GO:0010485,GO:0140064,GO:0044013,GO:0140068,GO:0001223,GO:0003713,GO:0044877,GO:0016407,GO:1990841,GO:0140297,GO:0004468,GO:0008270,GO:0003682,GO:0003823,GO:0120300,GO:0035259
scig1.0077335	GO:0005515,GO:0008046,GO:0005509,GO:0005179,GO:0005201
scig1.0077377	GO:0005539,GO:0008201
scig1.0077396	GO:0016787
scig1.0077501	GO:0003924,GO:0000166,GO:0005525,GO:0016787
scig1.0077523	GO:0016740,GO:0052907,GO:0120048,GO:0008168,GO:0003723,GO:0001734,GO:0035613,GO:0030629,GO:0008757
scig1.0077607	GO:0016787,GO:0070139,GO:0008234,GO:0008233,GO:0019900,GO:0032977
scig1.0077655	GO:0003676,GO:0003677,GO:0005515
scig1.0077693	GO:0016301,GO:0000166,GO:0005524,GO:0008289,GO:0016740,GO:0106310,GO:0004672,GO:0005515,GO:0004674
scig1.0077726	GO:0031406,GO:0050661,GO:0004616,GO:0030246,GO:0016491
scig1.0077754	GO:0016538
scig1.0077799	GO:0003824,GO:0016787,GO:0003677,GO:0004518,GO:0003723,GO:0003887,GO:0005524,GO:0004523,GO:0000166,GO:0003676,GO:0016740,GO:0004519,GO:0003964,GO:0016779,GO:0008233,GO:0046872,GO:0004190,GO:0004540,GO:0008270
scig1.0077824	GO:0016779,GO:0003964,GO:0003824,GO:0016740
scig1.0077897	GO:0005509,GO:0009374
scig1.0077936	GO:0022857,GO:0001409,GO:0015291,GO:0015217,GO:0160042,GO:0005347
scig1.0077982	GO:0005289,GO:0015227,GO:0005292,GO:0015174
scig1.0078022	GO:0005540,GO:0005509,GO:0030246
scig1.0078068	GO:0005515
scig1.0078098	GO:0003779,GO:0045296,GO:0004860,GO:0005515
scig1.0078103	GO:0005515,GO:0061733,GO:0046872,GO:0004402,GO:0043996,GO:0043997,GO:0003682,GO:0003713,GO:0140297,GO:0008270,GO:0003677,GO:0046972,GO:0016746,GO:0043995,GO:0036408,GO:0003712,GO:0043992,GO:0016740
scig1.0078107	GO:0008289,GO:0005515,GO:0046872
scig1.0078112	GO:0008408,GO:0042803,GO:0003723,GO:0003676
scig1.0078136	GO:0003724,GO:0016887,GO:0043539,GO:0043024,GO:0003729,GO:0033592,GO:0003924,GO:0008134,GO:0008190,GO:0004386,GO:0017111,GO:0035613,GO:0005515,GO:0003678,GO:0048027,GO:0035591,GO:0003676,GO:0000166,GO:0005524,GO:0008143,GO:0031369,GO:0003723,GO:0043015,GO:0016787,GO:0003677,GO:0043273,GO:0045296
scig1.0078142	GO:0016779,GO:0003964,GO:0016740,GO:0003824
scig1.0078146	GO:0016779,GO:0003964,GO:0003824,GO:0016740
scig1.0078242	GO:0000287,GO:0003824,GO:0003941,GO:0005524,GO:0000166,GO:0030170,GO:0008721,GO:0018114,GO:0046872,GO:0030378,GO:0016853,GO:0016829
scig1.0078248	GO:0005085
scig1.0078282	GO:0003674
scig1.0078387	GO:0061630,GO:0005524,GO:0051082,GO:0016740,GO:0051117,GO:0019899,GO:0005515,GO:0034450,GO:0004842
scig1.0078454	GO:0000166,GO:0005524,GO:0005515,GO:0019899,GO:0051087
scig1.0078498	GO:0001641,GO:0016595,GO:0015485,GO:0004930,GO:0008066
scig1.0078505	GO:0046872,GO:0033746,GO:0003727,GO:0032452,GO:0003723,GO:0106140,GO:0070815,GO:0033749,GO:0051213,GO:0016491
scig1.0078542	GO:0030165,GO:0016887,GO:0003777,GO:0008574,GO:0015631,GO:0019901,GO:0005524,GO:0000166,GO:0008017
scig1.0078556	GO:0004715,GO:0003824,GO:0016740,GO:0000166,GO:0005524,GO:0016301,GO:0046872,GO:0004672,GO:0004713
scig1.0078560	GO:0004672,GO:0004713,GO:0005005,GO:0004714,GO:0001968,GO:0005003,GO:0019901,GO:0016740,GO:0016301,GO:0005524,GO:0000166
scig1.0078639	GO:0052381,GO:0016740,GO:0005524,GO:0000166,GO:0016765,GO:0046872
scig1.0078660	GO:0005515,GO:0004864,GO:0031491
scig1.0078664	GO:0042803,GO:0051087,GO:0005515
scig1.0078693	GO:0046872,GO:0016787,GO:0004518,GO:0004520,GO:0008821,GO:0017108,GO:0004519
scig1.0078710	GO:0051082,GO:0005524,GO:0000166,GO:0044183,GO:0005515,GO:0016887,GO:0140662
scig1.0078711	GO:0022839,GO:0044736,GO:0005261,GO:0022890,GO:0015280,GO:0005216,GO:0005515,GO:0005272
scig1.0078724	GO:0004438,GO:0052629,GO:0016787,GO:0016791,GO:0042802,GO:0005515,GO:0052866
scig1.0078847	GO:0005515
scig1.0078853	GO:0005515
scig1.0078861	GO:0003723,GO:0003735
scig1.0079026	GO:0015220,GO:0090422,GO:0022857,GO:0015297
scig1.0079097	GO:0005515,GO:0035650,GO:0001784,GO:0030276,GO:0035612,GO:0030159,GO:0001540,GO:0035615,GO:0050750,GO:0005546,GO:0035591
scig1.0079132	GO:0032217,GO:0038023,GO:1902444
scig1.0079133	GO:0005246,GO:0001641,GO:0097110,GO:0005515,GO:0004930
scig1.0079134	GO:0003779,GO:0031267,GO:0042802,GO:0005515
scig1.0079145	GO:0016740,GO:0061630,GO:0008270,GO:0004842,GO:0046872,GO:0031624,GO:0005515,GO:0043130
scig1.0079159	GO:0015420,GO:0005515,GO:0042802,GO:0016887,GO:0140359,GO:0005324,GO:0042626,GO:0000166,GO:0005524
scig1.0079192	GO:0003682,GO:0098640,GO:0005515,GO:0005178,GO:0005509
scig1.0079239	GO:0005540,GO:0030246,GO:0004867,GO:0030414,GO:0005515
scig1.0079265	GO:0001097,GO:0061628,GO:0046982,GO:0046966,GO:0035035,GO:0000976,GO:0106140,GO:0140297,GO:0042809,GO:0016251,GO:0005515
scig1.0079385	GO:0005537,GO:0030246
scig1.0079445	GO:0005515
scig1.0079462	GO:0043890,GO:0004065,GO:0008484,GO:0016787,GO:0003943,GO:0046872
scig1.0079515	GO:0008270,GO:0004540,GO:0004190,GO:0046872,GO:0008233,GO:0003964,GO:0016779,GO:0004519,GO:0003676,GO:0016740,GO:0005524,GO:0004523,GO:0000166,GO:0003887,GO:0003723,GO:0004518,GO:0016787,GO:0003677,GO:0003824
scig1.0079600	GO:0016740,GO:0016301,GO:0000166,GO:0004856,GO:0005524
scig1.0079618	GO:0141040,GO:0016491,GO:0004303
scig1.0079650	GO:0004715,GO:0005524,GO:0000166,GO:0016301,GO:0016740,GO:0004672,GO:0004713
scig1.0079661	GO:0016740,GO:0003824,GO:0003964,GO:0016779
scig1.0079675	GO:0042803,GO:0047536,GO:0016740,GO:0047316,GO:0016212,GO:0005515,GO:0047804,GO:0030170,GO:0016829,GO:0008483
scig1.0079702	GO:0005509
scig1.0079755	GO:0003677,GO:0005524,GO:0140664
scig1.0079756	GO:0016787,GO:0003824,GO:0017168,GO:0005524,GO:0000166,GO:0005515,GO:0042802
scig1.0079904	GO:0016491,GO:0051213
scig1.0079942	GO:0016779,GO:0046872,GO:0003723,GO:0005524,GO:1990817,GO:0000166,GO:0016740
scig1.0079946	GO:0003964,GO:0016779,GO:0003824,GO:0016740
scig1.0080009	GO:0003674
scig1.0080014	GO:0008270,GO:0046872,GO:0019899,GO:0003676,GO:0003887
scig1.0080083	GO:0046872,GO:0016740,GO:0042799,GO:0140943,GO:0008168
scig1.0080107	GO:0044877,GO:0045505,GO:0046872,GO:0016491
scig1.0080116	GO:0030020
scig1.0080140	GO:0016301,GO:0005524,GO:0000166,GO:0019901,GO:0016740,GO:0042803,GO:0004674,GO:0042802,GO:0005515,GO:0004672,GO:0106310,GO:0046872,GO:0031625
scig1.0080177	GO:0043130
scig1.0080390	GO:0008452,GO:0005525,GO:0003972,GO:0016874,GO:0000166,GO:0046872,GO:0016886,GO:0017166
scig1.0080396	GO:0004888,GO:0004930,GO:0008528,GO:0005515,GO:0016500
scig1.0080441	GO:0016491,GO:0004602,GO:0016740,GO:0005515,GO:0004464,GO:0042802,GO:0004364,GO:0016829
scig1.0080447	GO:0016740,GO:0016757,GO:0003674,GO:0003950
scig1.0080482	GO:0008135,GO:0005515,GO:0043022,GO:0042802,GO:0045182,GO:0003730,GO:0000900,GO:0008494,GO:0003723,GO:0003676
scig1.0080529	GO:0003917,GO:0000978,GO:0003682,GO:0016853,GO:0003916,GO:0003677
scig1.0080530	GO:0008171,GO:0008757,GO:0016740,GO:0008168
scig1.0080544	GO:0000981,GO:0005515,GO:0042802,GO:0019789,GO:0046872,GO:0000978,GO:0046983,GO:0003713,GO:0003677,GO:0043565,GO:0061665,GO:0001228,GO:1990837,GO:0003712,GO:0016740
scig1.0080572	GO:0005515,GO:0005524,GO:0000166,GO:0016301,GO:0016740,GO:0004385
scig1.0080595	GO:0016787,GO:0008234,GO:0004198,GO:0005515,GO:0046872,GO:0008233
scig1.0080601	GO:0005515,GO:0042393,GO:0003682,GO:0003677,GO:0003723,GO:0031491
scig1.0080622	GO:0005515
scig1.0080717	GO:0070006,GO:0016787,GO:0004239,GO:0004177,GO:0008233,GO:0046872
scig1.0080810	GO:0000149,GO:0005515
scig1.0080900	GO:0005515,GO:0003677,GO:0003676
scig1.0080942	GO:0008233,GO:0046872,GO:0005515,GO:0004177,GO:0008235,GO:0004239,GO:0070006,GO:0016787
scig1.0080985	GO:0003674
scig1.0080991	GO:0000287,GO:0016740,GO:0016301,GO:0000166,GO:0005524,GO:0046872,GO:0042802,GO:0106310,GO:0004672,GO:0005515,GO:0004674
scig1.0081039	GO:0030246,GO:0043274,GO:0038023
scig1.0081109	GO:0005524,GO:0003779,GO:0000166,GO:0051015,GO:0005515,GO:0051117,GO:0005200
scig1.0081141	GO:0016779,GO:0003964,GO:0008233,GO:0016787,GO:0003887,GO:0004518,GO:0004519,GO:0016740,GO:0003676
scig1.0081334	GO:0003689,GO:0005515,GO:0016887,GO:0008094,GO:0003677,GO:0017116,GO:0005096
scig1.0081367	GO:0030414,GO:0004866,GO:0004867,GO:0050431
scig1.0081519	GO:0005201,GO:0005509,GO:0008046
scig1.0081565	GO:0004190,GO:0004540,GO:0008270,GO:0016779,GO:0003964,GO:0046872,GO:0008233,GO:0005524,GO:0000166,GO:0004523,GO:0004519,GO:0003676,GO:0016740,GO:0003677,GO:0016787,GO:0003824,GO:0003887,GO:0004518,GO:0003723
scig1.0081597	GO:0005178,GO:0005509,GO:0005201,GO:0005179,GO:0005515,GO:0042802,GO:0044877,GO:0008201
scig1.0081606	GO:0003824
scig1.0081696	GO:0016779,GO:0003964,GO:0003824,GO:0016740
scig1.0081778	GO:0005515,GO:0070728,GO:0016491,GO:0016684
scig1.0081791	GO:0016301,GO:0000166,GO:0005524,GO:0016740,GO:0106310,GO:0004674
scig1.0081802	GO:0046872,GO:0034480,GO:0061750,GO:0008270,GO:0004767,GO:0016787,GO:0016798
scig1.0081805	GO:0030414,GO:0004867
scig1.0081852	GO:0004519,GO:0003676,GO:0016740,GO:0016787,GO:0003887,GO:0004518,GO:0016779,GO:0003964
scig1.0081907	GO:0000981,GO:0000978,GO:0046872,GO:1990837,GO:0003677,GO:0000977
scig1.0082025	GO:0043022,GO:0046872
scig1.0082026	GO:0005515,GO:0005509
scig1.0082057	GO:0005515,GO:0005109,GO:0008233,GO:0071567,GO:0016787,GO:0008234
scig1.0082141	GO:0003677,GO:0046872,GO:0000978,GO:0005515,GO:0000981
scig1.9000116	GO:0003677,GO:0005515
scig1.9000312	GO:0005524,GO:0000166,GO:0016301,GO:0016740,GO:0005516,GO:0004674,GO:0004672,GO:0106310
scig1.9000334	GO:0090599,GO:0004553,GO:0032450,GO:0004558,GO:0044654,GO:0030246,GO:0003824,GO:0016787,GO:0016798
scig1.9000359	GO:0046872,GO:0042802,GO:0005515,GO:0003697,GO:0008270,GO:0016793,GO:0004540,GO:0008832,GO:0003723,GO:0003824,GO:0106375,GO:0016787,GO:0032567,GO:0003676,GO:0005525,GO:0000166
scig1.9000580	GO:0016301,GO:0000166,GO:0008289,GO:0008157,GO:0005524,GO:0016740,GO:0005154,GO:0004715,GO:0004713,GO:0005515,GO:0004672
scig1.9000708	GO:0008233,GO:0016779,GO:0003964,GO:0004519,GO:0003676,GO:0016740,GO:0003887,GO:0004518,GO:0016787
scig1.9000800	GO:0004190,GO:0008233,GO:0046872,GO:0016779,GO:0003964,GO:0016740,GO:0003676,GO:0004519,GO:0004518,GO:0003723,GO:0003887,GO:0003824,GO:0003677,GO:0016787
scig1.9000882	GO:0051117,GO:0005515,GO:0003723,GO:0045296,GO:0008092,GO:0051018,GO:0050839,GO:0003779
scig1.9000957	GO:0061634,GO:0080176,GO:0046556,GO:0004553,GO:0016798,GO:0009044,GO:0016787,GO:0003824,GO:0030246
scig1.9001097	GO:0004842,GO:0016887
scig1.9001117	GO:0004519,GO:0034584,GO:0019901,GO:0003676,GO:0140262,GO:0003723,GO:0004518,GO:0016787,GO:0003727,GO:0003729,GO:0046872,GO:1905538,GO:0005515,GO:0004521
scig1.9001280	GO:0003677
scig1.9001282	GO:0016740,GO:0061630,GO:0032813,GO:0004842,GO:0008270,GO:0005164,GO:0031625,GO:0046872
scig1.9001294	GO:0016787,GO:0004252,GO:0046872,GO:0008233,GO:0004175,GO:0120146,GO:0035727,GO:0008236,GO:0008240
scig1.9001310	GO:0038187,GO:0019901,GO:0000166,GO:0042834,GO:0005524,GO:0003779,GO:0032500,GO:0051879,GO:0050700,GO:0044877,GO:0030544,GO:0043531,GO:0019899,GO:0005515,GO:0043130
scig1.9001370	GO:0003735,GO:0003723
scig1.9001436	GO:0004674,GO:0046872,GO:0004672,GO:0106310,GO:0016740,GO:0005524,GO:0000166,GO:0016301
scig1.9001647	GO:0003677,GO:0046982,GO:0030527
scig1.9001935	GO:0016740,GO:0019901,GO:0061630,GO:0031996,GO:0004842,GO:0008270,GO:0005164,GO:0031625,GO:0046872,GO:0019903,GO:0005515,GO:0042802
scig1.9001936	GO:0030246,GO:0090729,GO:0046872
scig1.9001943	GO:0003723,GO:0003735
scig1.9001945	GO:0008233,GO:0016787,GO:0008234
scig1.9002041	GO:0005525,GO:0000166,GO:0003746,GO:0043022,GO:0003924
scig1.9002057	GO:0015211,GO:0015389,GO:0005326,GO:0015212,GO:0015207,GO:0015213,GO:0015208,GO:0005337,GO:0015210
scig1.9002116	GO:0032559,GO:0005524,GO:0000166,GO:0043532,GO:0046933,GO:0042288
scig1.0000019	GO:0004519,GO:0003676,GO:0016740,GO:0003887,GO:0004518,GO:0016787,GO:0004190,GO:0008233,GO:0003964,GO:0016779
scig1.0000033	GO:0005515,GO:0042802,GO:0008201,GO:0001851,GO:0043395
scig1.0000095	GO:0005085,GO:0005096,GO:0051015,GO:0030971,GO:0035254,GO:0031267,GO:0045159,GO:0005515
scig1.0000130	GO:0046872,GO:0046983,GO:0003677
scig1.0000168	GO:0016779,GO:0003964,GO:0016740,GO:0003824
scig1.0000195	GO:0008757,GO:0016740,GO:0008168
scig1.0000210	GO:0003677,GO:0003676,GO:0005515
scig1.0000312	GO:0046872,GO:0016740,GO:1990482,GO:0015020,GO:0016757
scig1.0000444	GO:0016787,GO:0003887,GO:0004518,GO:0004519,GO:0003676,GO:0016740,GO:0019899,GO:0003964,GO:0016779,GO:0046872,GO:0008233,GO:0008270
scig1.0000446	GO:0004812,GO:0000166,GO:0016874,GO:0005524,GO:0003824,GO:0004825,GO:0000049,GO:0003723
scig1.0000448	GO:0016787,GO:0000166,GO:0005524
scig1.0000465	GO:0016798,GO:0030246,GO:0016787,GO:0004553,GO:0004565
scig1.0000477	GO:0015485,GO:0031625,GO:0008289
scig1.0000530	GO:0031491,GO:0016740,GO:0070530,GO:0004842,GO:0003682,GO:0046872,GO:0042393,GO:0043130
scig1.0000544	GO:0005509,GO:0030023,GO:0005201,GO:0005179,GO:0005515
scig1.0000625	GO:0106310,GO:0004672,GO:0004674,GO:0016740,GO:0016301,GO:0000166,GO:0005524
scig1.0000683	GO:0003674
scig1.0000687	GO:0005515,GO:0097110,GO:0004930,GO:0008066,GO:0001641,GO:0005246
scig1.0000702	GO:0031593
scig1.0000759	GO:0005515
scig1.0000785	GO:0042162,GO:0070034
scig1.0000789	GO:0005516,GO:0051015,GO:0003774,GO:0000166,GO:0005524,GO:0003779,GO:0005515,GO:0000146
scig1.0000816	GO:0000981,GO:0005515,GO:0000978,GO:0046872,GO:0003677,GO:0043565,GO:0003700
scig1.0000846	GO:0019789,GO:0046872,GO:0031625,GO:0005515,GO:0004672,GO:1990841,GO:0003713,GO:0008270,GO:0004842,GO:0070087,GO:0003682,GO:0003723,GO:0035851,GO:0003714,GO:0003677,GO:0061630,GO:0016740
scig1.0000872	GO:0016740,GO:0016746,GO:0016409,GO:0019706
scig1.0000923	GO:0003723,GO:0005515
scig1.0000933	GO:0005515,GO:0046872,GO:0008270,GO:0061630,GO:0016740
scig1.0000941	GO:0003924,GO:0000166,GO:0005525
scig1.0000985	GO:0008270,GO:0003674,GO:0003950,GO:0046872,GO:0016740,GO:0061630,GO:0016757
scig1.0000990	GO:0000166,GO:0005524,GO:0051082,GO:0140662,GO:0016887
scig1.0000992	GO:0008270,GO:0004197,GO:0008233,GO:0046872,GO:0043130,GO:0005515,GO:0008234,GO:0004843,GO:0016787
scig1.0001054	GO:0005537
scig1.0001109	GO:0001849,GO:0005112,GO:0005044
scig1.0001201	GO:0046872,GO:0016740,GO:0061630
scig1.0001272	GO:0003729,GO:0004799,GO:0000900,GO:1901363,GO:0016741,GO:0005542,GO:1990825,GO:0016740,GO:0008168,GO:0042803
scig1.0001278	GO:0001227,GO:0046872,GO:0005515,GO:0000977,GO:0003677
scig1.0001315	GO:0005525,GO:0005546,GO:0120283,GO:0000166,GO:0019901,GO:0017124,GO:0050998,GO:0019003,GO:0016787,GO:0042803,GO:0008017,GO:0043621,GO:0044877,GO:0031749,GO:0042802,GO:0005515,GO:0003924
scig1.0001325	GO:0046872,GO:0003713,GO:0008270
scig1.0001336	GO:0005515,GO:0000981,GO:0000978,GO:0003700,GO:1990837,GO:0001228,GO:0003677,GO:0000977
scig1.0001412	GO:0050633,GO:0016746,GO:0003988,GO:0016740,GO:0016747
scig1.0001436	GO:1990929,GO:0003924,GO:0004553,GO:0005515,GO:0005525,GO:0000166,GO:0016798,GO:0008017,GO:0003824,GO:0030246,GO:0016787
scig1.0001483	GO:0047751,GO:0070402,GO:0016229,GO:0003865,GO:0016491,GO:0033218,GO:0016627
scig1.0001494	GO:0005525,GO:0000166,GO:0003924
scig1.0001519	GO:0030674,GO:0045296,GO:0003713,GO:0140297,GO:0003682,GO:0005515,GO:0042802
scig1.0001779	GO:0050660,GO:0003824,GO:0016491,GO:0016627,GO:0016937,GO:0003995,GO:0004085,GO:0042802,GO:0008470
scig1.0001812	GO:0016787,GO:0030943,GO:0003993,GO:0005515,GO:0046872
scig1.0001825	GO:0061629,GO:0042802,GO:0005515,GO:0097718,GO:1990756
scig1.0001852	GO:0005515,GO:0044877,GO:0019828,GO:0005509
scig1.0001882	GO:0046872
scig1.0001884	GO:0005509,GO:0005201
scig1.0001887	GO:0008201,GO:0005509
scig1.0001926	GO:0016740
scig1.0001982	GO:0016740,GO:0003824,GO:0003964,GO:0016779
scig1.0002068	GO:0003677,GO:0003676,GO:0005515
scig1.0002075	GO:0004124,GO:0016740
scig1.0002078	GO:0046982,GO:0003677,GO:0031492,GO:0000979,GO:0030527,GO:0031490,GO:0000978
scig1.0002120	GO:0016301,GO:0005524,GO:0000166,GO:0016740,GO:0140693,GO:0004672,GO:0005515,GO:0106310,GO:0004674,GO:0019870
scig1.0002218	GO:0004842,GO:0005515,GO:0016740
scig1.0002221	GO:0002151,GO:0003725,GO:0016887,GO:0003730,GO:0003724,GO:0070883,GO:0003678,GO:0005515,GO:0003697,GO:0000978,GO:0004386,GO:0046872,GO:0051880,GO:0035925,GO:0000976,GO:0005524,GO:0000166,GO:0003676,GO:0048027,GO:0000287,GO:0042826,GO:0003677,GO:0008094,GO:0016787,GO:0003723,GO:0070034
scig1.0002248	GO:0046872,GO:0042802,GO:0005515,GO:0004842,GO:0030165
scig1.0002261	GO:0019119,GO:0016491,GO:0004033,GO:0009055,GO:0004032,GO:0005515
scig1.0002303	GO:0097604,GO:0042802,GO:0046872,GO:0015267,GO:0008270,GO:0004842,GO:0015278,GO:0005262,GO:0005216,GO:0016740
scig1.0002326	GO:0003674
scig1.0002401	GO:0019904,GO:0004520,GO:0004518,GO:0016787,GO:0003677,GO:0097718,GO:0004536,GO:0005515,GO:0019899,GO:0042802
scig1.0002468	GO:0008428,GO:0000166,GO:0005524
scig1.0002470	GO:0046872,GO:0016653,GO:0004128,GO:0016491,GO:0020037,GO:0016174
scig1.0002482	GO:0004819,GO:0004823,GO:0004812,GO:0016874,GO:0000166,GO:0005524,GO:0005096,GO:0002161
scig1.0002517	GO:0016740,GO:0140852,GO:0070728,GO:0061630,GO:0008270,GO:0046872,GO:0005515
scig1.0002526	GO:0016740,GO:0016301,GO:0004712,GO:0005524,GO:0000166,GO:0004672,GO:0005515,GO:0106310,GO:0004674,GO:0004713
scig1.0002570	GO:0008113,GO:0016491,GO:0033744,GO:0036456
scig1.0002673	GO:0005543,GO:0005516,GO:0030346,GO:0030674,GO:0005546,GO:0043167,GO:0015386,GO:0042802,GO:0005515,GO:0086040,GO:0060090,GO:0048306,GO:0015385,GO:0015297
scig1.0002726	GO:0008484,GO:0016787,GO:0004423,GO:0046872
scig1.0002738	GO:0003676,GO:0003887,GO:0008270,GO:0046872,GO:0019899
scig1.0002751	GO:0042802,GO:0005515,GO:0002020,GO:0008233,GO:0046872,GO:0005102,GO:0140297,GO:0005246,GO:0005509,GO:0016787,GO:0046982,GO:0008234,GO:0004198,GO:0044325
scig1.0002771	GO:0004784,GO:0016491,GO:0016209,GO:0046872
scig1.0002787	GO:0003887,GO:0004518,GO:0003723,GO:0003677,GO:0016787,GO:0003824,GO:0004519,GO:0016740,GO:0003676,GO:0046872,GO:0008233,GO:0016779,GO:0003964,GO:0004190
scig1.0002890	GO:0003676,GO:0003723,GO:0003729
scig1.0002897	GO:0016787,GO:0004013,GO:0005515
scig1.0002945	GO:0004521,GO:0046872,GO:0140101,GO:0004519,GO:0016787,GO:0004518
scig1.0002946	GO:0042802,GO:0005515,GO:0030165,GO:0005102,GO:0017022,GO:0003779
scig1.0002995	GO:0003824
scig1.0002999	GO:0003824
scig1.0003001	GO:0098640,GO:0005515,GO:0003682,GO:0005178,GO:0005509
scig1.0003072	GO:0046982,GO:0003677,GO:0030527
scig1.0003077	GO:0003779,GO:0005524,GO:0000166,GO:0048027,GO:0003774,GO:0008307,GO:0005516,GO:0051015,GO:0000287,GO:0043531,GO:0000146,GO:0005515,GO:0035613,GO:0042802,GO:0032027,GO:0045159
scig1.0003088	GO:0000287,GO:0016301,GO:0005524,GO:0000166,GO:0019901,GO:0016740,GO:0008545,GO:0004707,GO:0004672,GO:0005515,GO:0019899,GO:0106310,GO:0031435,GO:0019903,GO:0046872,GO:0140677,GO:0004708,GO:0004674,GO:0004713
scig1.0003144	GO:0005515,GO:0019899,GO:0015485,GO:0004888,GO:0051087,GO:0031210,GO:0005044,GO:0042803,GO:0001618,GO:0038024,GO:0001786
scig1.0003187	GO:0004674,GO:0004672,GO:0016740,GO:0005524,GO:0004687,GO:0000166,GO:0016301
scig1.0003191	GO:0000978,GO:0046872,GO:0005515,GO:0000981,GO:0003700,GO:0000977,GO:0003677
scig1.0003197	GO:0003674
scig1.0003214	GO:0042803
